transaction_id,clearing_mti,clearing_delay_hours,amount,amount_minor,settled_amount,settled_amount_minor,currency,interchange_fee_minor,mcc,merchant_id,mid,acquirer_bin
TX_00000235,0200,67,212.44,21244,212.43628812185753,21244,INR,372,5999,M_5999_00142,MID_459110_000142,459110
TX_00000236,0200,48,1168.18,116818,1358.87,135887,INR,2378,5812,M_5812_00021,MID_400814_000021,400814
TX_00000237,0200,46,7405.08,740508,7405.076931608208,740508,INR,12959,5542,M_5542_00080,MID_400814_000080,400814
TX_00000238,0200,42,2618.09,261809,2287.1,228710,INR,4002,5542,M_5542_00077,MID_400814_000077,400814
TX_00000239,0200,24,421.49,42149,421.48925925500697,42149,INR,738,5311,M_5311_00079,MID_607152_000079,607152
TX_00000240,0200,31,1660.46,166046,1836.3,183630,INR,3214,5812,M_5812_00021,MID_400814_000021,400814
TX_00000241,0200,42,3689.61,368961,2136.7,213670,INR,3739,5542,M_5542_00053,MID_524180_000053,524180
TX_00000242,0200,60,613.89,61389,613.8868647825507,61389,INR,1074,5999,M_5999_00142,MID_459110_000142,459110
TX_00000243,0200,62,2404.48,240448,2404.4844117577895,240448,INR,4208,5999,M_5999_00142,MID_459110_000142,459110
TX_00000244,0200,26,1445.88,144588,1445.8826478881538,144588,INR,2530,5311,M_5311_00138,MID_607152_000138,607152
TX_00000245,0200,68,1889.7,188970,1889.7038303579634,188970,INR,3307,5814,M_5814_00144,MID_400814_000144,400814
TX_00000246,0200,62,358.37,35837,358.3687306333557,35837,INR,627,5814,M_5814_00106,MID_459110_000106,459110
TX_00000247,0200,71,2090.03,209003,2090.034348387921,209003,INR,3658,5311,M_5311_00116,MID_524180_000116,524180
TX_00000248,0200,70,1823.78,182378,1823.7801099208236,182378,INR,3192,5541,M_5541_00129,MID_400814_000129,400814
TX_00000249,0200,52,1331.36,133136,1331.3608621079659,133136,INR,2330,5411,M_5411_00097,MID_524180_000097,524180
TX_00000250,0200,24,246.36,24636,246.36276227800187,24636,INR,431,5912,M_5912_00048,MID_524180_000048,524180
TX_00000251,0200,50,729.37,72937,869.81,86981,INR,1522,5812,M_5812_00021,MID_400814_000021,400814
TX_00000252,0200,51,20176.05,2017605,23970.63,2397063,INR,41949,5812,M_5812_00021,MID_400814_000021,400814
TX_00000253,0200,61,2866.76,286676,1539.83,153983,INR,2695,5542,M_5542_00077,MID_400814_000077,400814
TX_00000254,0200,63,1280.89,128089,1926.32,192632,INR,3371,5542,M_5542_00053,MID_524180_000053,524180
TX_00000255,0200,68,287.72,28772,287.7159232414878,28772,INR,504,5814,M_5814_00066,MID_524180_000066,524180
TX_00000256,0200,30,636.58,63658,636.578484187531,63658,INR,1114,5542,M_5542_00053,MID_524180_000053,524180
TX_00000257,0200,65,1364.96,136496,3436.25,343625,INR,6013,5542,M_5542_00053,MID_524180_000053,524180
TX_00000258,0200,59,1456.4,145640,1456.3969033701703,145640,INR,2549,5541,M_5541_00113,MID_459110_000113,459110
TX_00000259,0200,27,857.08,85708,857.0813331484256,85708,INR,1500,5541,M_5541_00113,MID_459110_000113,459110
TX_00000260,0200,52,7845.91,784591,2195.63,219563,INR,3842,5542,M_5542_00053,MID_524180_000053,524180
TX_00000261,0200,39,498.38,49838,2908.2,290820,INR,5089,5542,M_5542_00012,MID_524180_000012,524180
TX_00000262,0200,64,1910.76,191076,2277.81,227781,INR,3986,5812,M_5812_00021,MID_400814_000021,400814
TX_00000263,0200,26,2083.39,208339,2559.56,255956,INR,4479,5542,M_5542_00080,MID_400814_000080,400814
TX_00000264,0200,58,3564.74,356474,3564.739174038344,356474,INR,6238,5541,M_5541_00113,MID_459110_000113,459110
TX_00000265,0200,48,2384.02,238402,2597.58,259758,INR,4546,5542,M_5542_00053,MID_524180_000053,524180
TX_00000266,0200,26,1986.45,198645,1986.4515678012556,198645,INR,3476,5541,M_5541_00064,MID_459110_000064,459110
TX_00000267,0200,31,839.68,83968,839.6796595755335,83968,INR,1469,5411,M_5411_00051,MID_400814_000051,400814
TX_00000268,0200,49,6548.46,654846,6548.456107373473,654846,INR,11460,5411,M_5411_00051,MID_400814_000051,400814
TX_00000269,0200,64,2843.33,284333,3149.19,314919,INR,5511,5812,M_5812_00146,MID_524180_000146,524180
TX_00000270,0200,40,1365.12,136512,1365.116969870664,136512,INR,2389,5732,M_5732_00045,MID_459110_000045,459110
TX_00000271,0200,51,2544.31,254431,2861.03,286103,INR,5007,5812,M_5812_00021,MID_400814_000021,400814
TX_00000272,0200,38,1169.04,116904,1169.0427276206099,116904,INR,2046,5814,M_5814_00066,MID_524180_000066,524180
TX_00000273,0200,61,3662.66,366266,3662.6612829909295,366266,INR,6410,5411,M_5411_00073,MID_459110_000073,459110
TX_00000274,0200,26,561.04,56104,561.0351939128464,56104,INR,982,5999,M_5999_00142,MID_459110_000142,459110
TX_00000275,0200,36,994.35,99435,1164.74,116474,INR,2038,5812,M_5812_00146,MID_524180_000146,524180
TX_00000276,0200,66,547.17,54717,547.17,54717,INR,958,5311,M_5311_00007,MID_524180_000007,524180
TX_00000277,0200,28,963.55,96355,1089.75,108975,INR,1907,5812,M_5812_00021,MID_400814_000021,400814
TX_00000278,0200,63,253.19,25319,253.1921674195823,25319,INR,443,5814,M_5814_00141,MID_607152_000141,607152
TX_00000279,0200,32,2475.79,247579,2969.57,296957,INR,5197,5812,M_5812_00021,MID_400814_000021,400814
TX_00000280,0200,67,322.76,32276,322.7621901299221,32276,INR,565,5542,M_5542_00053,MID_524180_000053,524180
TX_00000281,0200,59,448.85,44885,2617.24,261724,INR,4580,5542,M_5542_00053,MID_524180_000053,524180
TX_00000282,0200,70,2144.72,214472,2385.99,238599,INR,4175,5812,M_5812_00021,MID_400814_000021,400814
TX_00000283,0200,26,4998.13,499813,4998.126197561642,499813,INR,8747,5541,M_5541_00113,MID_459110_000113,459110
TX_00000284,0200,70,192020.39,19202039,192020.39059029493,19202039,INR,336036,5944,M_5944_00002,MID_524180_000002,524180
TX_00000285,0200,50,2072.32,207232,2072.3200319285284,207232,INR,3627,5814,M_5814_00066,MID_524180_000066,524180
TX_00000286,0200,39,193328.54,19332854,193328.53776314243,19332854,INR,338325,5944,M_5944_00072,MID_607152_000072,607152
TX_00000287,0200,25,15511.06,1551106,15511.057124574005,1551106,INR,27144,5812,M_5812_00021,MID_400814_000021,400814
TX_00000288,0200,65,1342.24,134224,1342.2384618506333,134224,INR,2349,5311,M_5311_00104,MID_459110_000104,459110
TX_00000289,0200,42,1855.7,185570,2174.99,217499,INR,3806,5812,M_5812_00081,MID_400814_000081,400814
TX_00000290,0200,70,3256.0,325600,3615.51,361551,INR,6327,5812,M_5812_00146,MID_524180_000146,524180
TX_00000291,0200,37,2399.0,239900,2399.0002446223752,239900,INR,4198,5411,M_5411_00149,MID_524180_000149,524180
TX_00000292,0200,68,767.61,76761,767.6093901392113,76761,INR,1343,5944,M_5944_00072,MID_607152_000072,607152
TX_00000293,0200,33,2544.98,254498,2799.78,279978,INR,4900,5812,M_5812_00021,MID_400814_000021,400814
TX_00000294,0200,36,1776.44,177644,2598.12,259812,INR,4547,5542,M_5542_00053,MID_524180_000053,524180
TX_00000295,0200,30,8874.88,887488,8874.875025200978,887488,INR,15531,5999,M_5999_00142,MID_459110_000142,459110
TX_00000296,0200,49,1806.28,180628,1591.13,159113,INR,2784,5542,M_5542_00053,MID_524180_000053,524180
TX_00000297,0200,38,183076.4,18307640,183076.40438847372,18307640,INR,320384,5814,M_5814_00106,MID_459110_000106,459110
TX_00000298,0200,68,4587.81,458781,3087.84,308784,INR,5404,5542,M_5542_00060,MID_400814_000060,400814
TX_00000299,0200,64,11289.96,1128996,11289.96185482112,1128996,INR,19757,5411,M_5411_00015,MID_607152_000015,607152
TX_00000300,0200,50,625.56,62556,2195.8,219580,INR,3843,5542,M_5542_00077,MID_400814_000077,400814
TX_00000301,0200,65,2770.48,277048,1712.21,171221,INR,2996,5542,M_5542_00053,MID_524180_000053,524180
TX_00000302,0200,53,3191.36,319136,3191.3646171267783,319136,INR,5585,5311,M_5311_00104,MID_459110_000104,459110
TX_00000303,0200,51,804.54,80454,804.5403497777978,80454,INR,1408,5311,M_5311_00138,MID_607152_000138,607152
TX_00000304,0200,26,2958.54,295854,2958.5395967088734,295854,INR,5177,5541,M_5541_00119,MID_524180_000119,524180
TX_00000305,0200,27,2811.73,281173,3228.43,322843,INR,5650,5812,M_5812_00021,MID_400814_000021,400814
TX_00000306,0200,32,1369.8,136980,1369.795053668449,136980,INR,2397,5541,M_5541_00120,MID_400814_000120,400814
TX_00000307,0200,39,837.07,83707,837.0707162187498,83707,INR,1465,5912,M_5912_00105,MID_607152_000105,607152
TX_00000308,0200,55,14832.98,1483298,14832.983222624562,1483298,INR,25958,5541,M_5541_00120,MID_400814_000120,400814
TX_00000309,0200,24,779.93,77993,779.9254084177893,77993,INR,1365,5411,M_5411_00058,MID_607152_000058,607152
TX_00000310,0200,67,582.85,58285,1694.12,169412,INR,2965,5542,M_5542_00080,MID_400814_000080,400814
TX_00000311,0200,30,1621.87,162187,1842.91,184291,INR,3225,5812,M_5812_00021,MID_400814_000021,400814
TX_00000312,0200,46,238016.5,23801650,238016.5,23801650,INR,416529,6051,M_6051_00023,MID_400814_000023,400814
TX_00000313,0200,50,133.0,13300,147.24,14724,INR,258,5812,M_5812_00021,MID_400814_000021,400814
TX_00000314,0200,36,4039.97,403997,4670.91,467091,INR,8174,5812,M_5812_00021,MID_400814_000021,400814
TX_00000315,0200,46,801.8,80180,801.8022069620461,80180,INR,1403,5732,M_5732_00082,MID_607152_000082,607152
TX_00000316,0200,70,3098.79,309879,1719.35,171935,INR,3009,5542,M_5542_00053,MID_524180_000053,524180
TX_00000317,0200,59,2075.5,207550,2452.85,245285,INR,4292,5812,M_5812_00021,MID_400814_000021,400814
TX_00000318,0200,51,1213.3,121330,1516.4,151640,INR,2654,5542,M_5542_00012,MID_524180_000012,524180
TX_00000319,0200,56,4969.95,496995,3385.1,338510,INR,5924,5542,M_5542_00053,MID_524180_000053,524180
TX_00000320,0200,33,5761.03,576103,5761.0305729895335,576103,INR,10082,5541,M_5541_00113,MID_459110_000113,459110
TX_00000321,0200,49,456.48,45648,3028.48,302848,INR,5300,5542,M_5542_00039,MID_607152_000039,607152
TX_00000322,0200,49,1741.52,174152,3060.87,306087,INR,5357,5542,M_5542_00077,MID_400814_000077,400814
TX_00000323,0200,43,1013.35,101335,1724.22,172422,INR,3017,5542,M_5542_00060,MID_400814_000060,400814
TX_00000324,0200,56,1106.92,110692,3259.12,325912,INR,5703,5542,M_5542_00053,MID_524180_000053,524180
TX_00000325,0200,30,7092.06,709206,2844.45,284445,INR,4978,5542,M_5542_00053,MID_524180_000053,524180
TX_00000326,0200,63,1850.74,185074,1850.740627392106,185074,INR,3239,5541,M_5541_00129,MID_400814_000129,400814
TX_00000327,0200,43,867.96,86796,2170.53,217053,INR,3798,5542,M_5542_00121,MID_524180_000121,524180
TX_00000328,0200,51,1794.5,179450,2468.17,246817,INR,4319,5542,M_5542_00053,MID_524180_000053,524180
TX_00000329,0200,69,944.81,94481,944.8143457792174,94481,INR,1653,5541,M_5541_00134,MID_400814_000134,400814
TX_00000330,0200,66,766.75,76675,766.7502398856275,76675,INR,1342,5541,M_5541_00019,MID_524180_000019,524180
TX_00000331,0200,25,1075.46,107546,1075.4620634005935,107546,INR,1882,5912,M_5912_00048,MID_524180_000048,524180
TX_00000332,0200,50,3432.27,343227,3432.266371911282,343227,INR,6006,5311,M_5311_00116,MID_524180_000116,524180
TX_00000333,0200,58,4933.69,493369,4933.686507591422,493369,INR,8634,5411,M_5411_00028,MID_607152_000028,607152
TX_00000334,0200,49,388.93,38893,388.92968790184574,38893,INR,681,5814,M_5814_00141,MID_607152_000141,607152
TX_00000335,0200,70,352.47,35247,352.4686684298247,35247,INR,617,5814,M_5814_00092,MID_459110_000092,459110
TX_00000336,0200,55,6521.23,652123,7507.47,750747,INR,13138,5812,M_5812_00102,MID_607152_000102,607152
TX_00000337,0200,28,2854.7,285470,2854.699548613795,285470,INR,4996,5411,M_5411_00068,MID_524180_000068,524180
TX_00000338,0200,34,5240.63,524063,5240.631036103767,524063,INR,9171,5411,M_5411_00015,MID_607152_000015,607152
TX_00000339,0200,34,1238.23,123823,1404.21,140421,INR,2457,5812,M_5812_00021,MID_400814_000021,400814
TX_00000340,0200,70,56920.28,5692028,56920.28,5692028,INR,99610,5732,M_5732_00018,MID_607152_000018,607152
TX_00000341,0200,54,2821.47,282147,3247.17,324717,INR,5683,5812,M_5812_00102,MID_607152_000102,607152
TX_00000342,0200,46,2074.66,207466,2332.96,233296,INR,4083,5812,M_5812_00021,MID_400814_000021,400814
TX_00000343,0200,50,472.2,47220,542.52,54252,INR,949,5812,M_5812_00021,MID_400814_000021,400814
TX_00000344,0200,66,2495.47,249547,2795.07,279507,INR,4891,5812,M_5812_00046,MID_400814_000046,400814
TX_00000345,0200,64,2210.75,221075,2591.26,259126,INR,4535,5812,M_5812_00021,MID_400814_000021,400814
TX_00000346,0200,63,2202.41,220241,2202.4143156840096,220241,INR,3854,5541,M_5541_00120,MID_400814_000120,400814
TX_00000347,0200,57,1086.79,108679,1228.48,122848,INR,2150,5812,M_5812_00021,MID_400814_000021,400814
TX_00000348,0200,45,1726.03,172603,1726.028129076655,172603,INR,3021,5814,M_5814_00148,MID_400814_000148,400814
TX_00000349,0200,29,615.31,61531,718.87,71887,INR,1258,5812,M_5812_00021,MID_400814_000021,400814
TX_00000350,0200,63,1810.18,181018,2769.74,276974,INR,4847,5542,M_5542_00060,MID_400814_000060,400814
TX_00000351,0200,40,1336.16,133616,1596.2,159620,INR,2793,5812,M_5812_00075,MID_524180_000075,524180
TX_00000352,0200,25,4579.55,457955,4579.5475238312,457955,INR,8014,6513,M_6513_00022,MID_400814_000022,400814
TX_00000353,0200,39,3071.09,307109,3071.0873778294213,307109,INR,5374,5999,M_5999_00142,MID_459110_000142,459110
TX_00000354,0200,51,2450.78,245078,2450.779880413125,245078,INR,4289,5812,M_5812_00145,MID_607152_000145,607152
TX_00000355,0200,33,524.61,52461,524.6113456642876,52461,INR,918,5541,M_5541_00143,MID_607152_000143,607152
TX_00000356,0200,47,2554.47,255447,1942.13,194213,INR,3399,5542,M_5542_00053,MID_524180_000053,524180
TX_00000357,0200,49,2022.69,202269,2253.26,225326,INR,3943,5812,M_5812_00021,MID_400814_000021,400814
TX_00000358,0200,60,1595.66,159566,1595.658084972078,159566,INR,2792,5541,M_5541_00113,MID_459110_000113,459110
TX_00000359,0200,29,998.89,99889,998.8923943499683,99889,INR,1748,5541,M_5541_00019,MID_524180_000019,524180
TX_00000360,0200,52,1279.55,127955,1279.5451159342213,127955,INR,2239,5812,M_5812_00102,MID_607152_000102,607152
TX_00000361,0200,45,1709.45,170945,1709.447546234262,170945,INR,2992,5541,M_5541_00064,MID_459110_000064,459110
TX_00000362,0200,42,994.56,99456,994.5648805197195,99456,INR,1740,5814,M_5814_00066,MID_524180_000066,524180
TX_00000363,0200,31,491.17,49117,491.17048227469303,49117,INR,860,5541,M_5541_00119,MID_524180_000119,524180
TX_00000364,0200,45,692.87,69287,692.8651314865396,69287,INR,1213,5541,M_5541_00113,MID_459110_000113,459110
TX_00000365,0200,59,2083.44,208344,2083.4396799995843,208344,INR,3646,5541,M_5541_00019,MID_524180_000019,524180
TX_00000366,0200,24,1180.85,118085,1958.11,195811,INR,3427,5542,M_5542_00053,MID_524180_000053,524180
TX_00000367,0200,27,1263.89,126389,1263.8878589976127,126389,INR,2212,5814,M_5814_00089,MID_524180_000089,524180
TX_00000368,0200,70,532.15,53215,532.1542874283572,53215,INR,931,5411,M_5411_00073,MID_459110_000073,459110
TX_00000369,0200,67,1878.15,187815,1878.1461781135513,187815,INR,3287,5411,M_5411_00051,MID_400814_000051,400814
TX_00000370,0200,47,773.5,77350,888.16,88816,INR,1554,5812,M_5812_00021,MID_400814_000021,400814
TX_00000371,0200,47,1764.26,176426,1764.2582376998473,176426,INR,3087,5912,M_5912_00101,MID_459110_000101,459110
TX_00000372,0200,62,1112.75,111275,1247.87,124787,INR,2184,5812,M_5812_00046,MID_400814_000046,400814
TX_00000373,0200,44,1709.61,170961,1709.6093916541745,170961,INR,2992,5411,M_5411_00097,MID_524180_000097,524180
TX_00000374,0200,29,1015.21,101521,1182.99,118299,INR,2070,5812,M_5812_00021,MID_400814_000021,400814
TX_00000375,0200,71,1778.73,177873,1778.7252364017622,177873,INR,3113,5411,M_5411_00015,MID_607152_000015,607152
TX_00000376,0200,26,2083.39,208339,2083.386424817614,208339,INR,3646,5814,M_5814_00066,MID_524180_000066,524180
TX_00000377,0200,42,859.0,85900,1023.66,102366,INR,1791,5812,M_5812_00021,MID_400814_000021,400814
TX_00000378,0200,44,1617.07,161707,1858.7,185870,INR,3253,5812,M_5812_00081,MID_400814_000081,400814
TX_00000379,0200,30,611.48,61148,673.29,67329,INR,1178,5812,M_5812_00102,MID_607152_000102,607152
TX_00000380,0200,59,2422.83,242283,2422.8308473023317,242283,INR,4240,5411,M_5411_00015,MID_607152_000015,607152
TX_00000381,0200,35,1472.97,147297,1472.9698583429524,147297,INR,2578,5814,M_5814_00009,MID_524180_000009,524180
TX_00000382,0200,41,3194.79,319479,3802.21,380221,INR,6654,5812,M_5812_00021,MID_400814_000021,400814
TX_00000383,0200,26,1386.41,138641,1386.4076867955487,138641,INR,2426,5541,M_5541_00095,MID_459110_000095,459110
TX_00000384,0200,43,1086.98,108698,1301.83,130183,INR,2278,5812,M_5812_00081,MID_400814_000081,400814
TX_00000385,0200,60,796.56,79656,796.5643665312906,79656,INR,1394,5541,M_5541_00113,MID_459110_000113,459110
TX_00000386,0200,39,15833.51,1583351,15833.510689715215,1583351,INR,27709,5812,M_5812_00112,MID_400814_000112,400814
TX_00000387,0200,35,1675.24,167524,1675.2432459918277,167524,INR,2932,5541,M_5541_00129,MID_400814_000129,400814
TX_00000388,0200,62,1230.47,123047,3476.37,347637,INR,6084,5542,M_5542_00077,MID_400814_000077,400814
TX_00000389,0200,53,1685.04,168504,1685.0425528412106,168504,INR,2949,5999,M_5999_00142,MID_459110_000142,459110
TX_00000390,0200,52,4175.64,417564,3337.25,333725,INR,5840,5542,M_5542_00053,MID_524180_000053,524180
TX_00000391,0200,69,1662.34,166234,1969.46,196946,INR,3447,5812,M_5812_00021,MID_400814_000021,400814
TX_00000392,0200,37,1648.79,164879,3446.0,344600,INR,6031,5542,M_5542_00080,MID_400814_000080,400814
TX_00000393,0200,41,1093.18,109318,1093.1769378460262,109318,INR,1913,5541,M_5541_00120,MID_400814_000120,400814
TX_00000394,0200,67,1736.79,173679,1736.7850123664514,173679,INR,3039,5541,M_5541_00113,MID_459110_000113,459110
TX_00000395,0200,54,2727.52,272752,1737.07,173707,INR,3040,5542,M_5542_00053,MID_524180_000053,524180
TX_00000396,0200,33,4460.58,446058,4460.584489248517,446058,INR,7806,5411,M_5411_00015,MID_607152_000015,607152
TX_00000397,0200,32,1982.58,198258,2530.79,253079,INR,4429,5542,M_5542_00053,MID_524180_000053,524180
TX_00000398,0200,45,3096.01,309601,3118.08,311808,INR,5457,5542,M_5542_00060,MID_400814_000060,400814
TX_00000399,0200,52,4088.67,408867,4890.27,489027,INR,8558,5812,M_5812_00021,MID_400814_000021,400814
TX_00000400,0200,61,4458.62,445862,5240.81,524081,INR,9171,5812,M_5812_00021,MID_400814_000021,400814
TX_00000401,0200,35,441.98,44198,441.98294094435084,44198,INR,773,5311,M_5311_00138,MID_607152_000138,607152
TX_00000402,0200,39,2527.64,252764,2527.6376883423104,252764,INR,4423,5814,M_5814_00066,MID_524180_000066,524180
TX_00000403,0200,64,2358.42,235842,2949.1,294910,INR,5161,5542,M_5542_00121,MID_524180_000121,524180
TX_00000404,0200,28,2109.31,210931,2109.3080825866173,210931,INR,3691,5411,M_5411_00015,MID_607152_000015,607152
TX_00000405,0200,34,1581.5,158150,1819.2,181920,INR,3184,5812,M_5812_00021,MID_400814_000021,400814
TX_00000406,0200,35,2833.54,283354,2833.5424163005146,283354,INR,4959,5411,M_5411_00051,MID_400814_000051,400814
TX_00000407,0200,71,1925.02,192502,1925.0153167095718,192502,INR,3369,5411,M_5411_00097,MID_524180_000097,524180
TX_00000408,0200,50,1313.72,131372,1481.76,148176,INR,2593,5812,M_5812_00021,MID_400814_000021,400814
TX_00000409,0200,30,17937.78,1793778,17937.777632786998,1793778,INR,31391,5999,M_5999_00142,MID_459110_000142,459110
TX_00000410,0200,46,752.87,75287,752.8674288123555,75287,INR,1318,5999,M_5999_00142,MID_459110_000142,459110
TX_00000411,0200,37,2044.37,204437,2044.365928102026,204437,INR,3578,5411,M_5411_00015,MID_607152_000015,607152
TX_00000412,0200,40,348.24,34824,415.43,41543,INR,727,5812,M_5812_00021,MID_400814_000021,400814
TX_00000413,0200,64,2755.42,275542,3264.52,326452,INR,5713,5812,M_5812_00021,MID_400814_000021,400814
TX_00000414,0200,48,1386.59,138659,1386.5855136229031,138659,INR,2427,5411,M_5411_00097,MID_524180_000097,524180
TX_00000415,0200,34,2385.47,238547,2385.468218833009,238547,INR,4175,5311,M_5311_00020,MID_400814_000020,400814
TX_00000416,0200,68,2015.86,201586,2015.8630991683644,201586,INR,3528,5311,M_5311_00138,MID_607152_000138,607152
TX_00000417,0200,41,420.97,42097,420.97310563040503,42097,INR,737,5311,M_5311_00104,MID_459110_000104,459110
TX_00000418,0200,52,576.49,57649,576.4911190073215,57649,INR,1009,5541,M_5541_00113,MID_459110_000113,459110
TX_00000419,0200,56,1481.24,148124,3059.86,305986,INR,5355,5542,M_5542_00077,MID_400814_000077,400814
TX_00000420,0200,70,688.26,68826,688.2640184035013,68826,INR,1204,5541,M_5541_00143,MID_607152_000143,607152
TX_00000421,0200,54,545.05,54505,545.0530461040546,54505,INR,954,5541,M_5541_00019,MID_524180_000019,524180
TX_00000422,0200,65,682.23,68223,2437.73,243773,INR,4266,5542,M_5542_00053,MID_524180_000053,524180
TX_00000423,0200,68,448.29,44829,2074.37,207437,INR,3630,5542,M_5542_00053,MID_524180_000053,524180
TX_00000424,0200,32,242.67,24267,242.66884707362004,24267,INR,425,5999,M_5999_00142,MID_459110_000142,459110
TX_00000425,0200,59,706.76,70676,2420.36,242036,INR,4236,5542,M_5542_00077,MID_400814_000077,400814
TX_00000426,0200,56,2480.38,248038,2480.3774962529537,248038,INR,4341,5541,M_5541_00113,MID_459110_000113,459110
TX_00000427,0200,35,2709.43,270943,2936.67,293667,INR,5139,5542,M_5542_00053,MID_524180_000053,524180
TX_00000428,0200,42,415.7,41570,415.699290476175,41570,INR,727,5541,M_5541_00143,MID_607152_000143,607152
TX_00000429,0200,41,1478.41,147841,1478.4123308258354,147841,INR,2587,5541,M_5541_00113,MID_459110_000113,459110
TX_00000430,0200,38,2380.4,238040,2380.3975080186306,238040,INR,4166,5411,M_5411_00058,MID_607152_000058,607152
TX_00000431,0200,33,4733.53,473353,4733.527165666924,473353,INR,8284,5541,M_5541_00132,MID_607152_000132,607152
TX_00000432,0200,61,203.25,20325,2054.03,205403,INR,3595,5542,M_5542_00060,MID_400814_000060,400814
TX_00000433,0200,25,503.0,50300,3441.57,344157,INR,6023,5542,M_5542_00053,MID_524180_000053,524180
TX_00000434,0200,24,378.13,37813,378.1317475576511,37813,INR,662,5814,M_5814_00066,MID_524180_000066,524180
TX_00000435,0200,27,2104.01,210401,3062.74,306274,INR,5360,5542,M_5542_00039,MID_607152_000039,607152
TX_00000436,0200,57,2381.72,238172,2381.7203341423087,238172,INR,4168,5411,M_5411_00058,MID_607152_000058,607152
TX_00000437,0200,44,624.32,62432,2038.54,203854,INR,3567,5542,M_5542_00012,MID_524180_000012,524180
TX_00000438,0200,45,2985.5,298550,2985.502646242115,298550,INR,5225,5814,M_5814_00037,MID_459110_000037,459110
TX_00000439,0200,37,172213.39,17221339,172213.38677208775,17221339,INR,301373,5944,M_5944_00115,MID_400814_000115,400814
TX_00000440,0200,42,3436.26,343626,3436.264030836967,343626,INR,6013,5411,M_5411_00058,MID_607152_000058,607152
TX_00000441,0200,49,17712.94,1771294,17712.942344499017,1771294,INR,30998,5812,M_5812_00043,MID_400814_000043,400814
TX_00000442,0200,57,1011.05,101105,1011.0497480386157,101105,INR,1769,5411,M_5411_00051,MID_400814_000051,400814
TX_00000443,0200,53,2196.14,219614,2196.144067089318,219614,INR,3843,5311,M_5311_00052,MID_459110_000052,459110
TX_00000444,0200,27,1153.45,115345,1153.454815070866,115345,INR,2019,5311,M_5311_00079,MID_607152_000079,607152
TX_00000445,0200,46,3925.93,392593,3925.9276085700567,392593,INR,6870,5999,M_5999_00142,MID_459110_000142,459110
TX_00000446,0200,69,220.74,22074,220.74308251687532,22074,INR,386,5999,M_5999_00142,MID_459110_000142,459110
TX_00000447,0200,62,3154.39,315439,3154.385810150008,315439,INR,5520,5814,M_5814_00066,MID_524180_000066,524180
TX_00000448,0200,71,165470.09,16547009,165470.09481751564,16547009,INR,289573,5944,M_5944_00072,MID_607152_000072,607152
TX_00000449,0200,39,1302.85,130285,1483.23,148323,INR,2596,5812,M_5812_00046,MID_400814_000046,400814
TX_00000450,0200,48,1001.21,100121,1001.212015035597,100121,INR,1752,5814,M_5814_00066,MID_524180_000066,524180
TX_00000451,0200,37,705.24,70524,705.2426864528271,70524,INR,1234,5411,M_5411_00050,MID_524180_000050,524180
TX_00000452,0200,28,2001.43,200143,2001.4297369142405,200143,INR,3503,5912,M_5912_00091,MID_459110_000091,459110
TX_00000453,0200,33,1005.62,100562,1005.619144332391,100562,INR,1760,5411,M_5411_00015,MID_607152_000015,607152
TX_00000454,0200,68,2659.72,265972,3124.67,312467,INR,5468,5812,M_5812_00021,MID_400814_000021,400814
TX_00000455,0200,27,572.63,57263,572.6302204510635,57263,INR,1002,5411,M_5411_00058,MID_607152_000058,607152
TX_00000456,0200,44,1014.21,101421,1014.2132269423679,101421,INR,1775,5814,M_5814_00066,MID_524180_000066,524180
TX_00000457,0200,59,2650.45,265045,2650.451340872999,265045,INR,4638,5311,M_5311_00116,MID_524180_000116,524180
TX_00000458,0200,45,715.87,71587,836.29,83629,INR,1464,5812,M_5812_00021,MID_400814_000021,400814
TX_00000459,0200,62,685.29,68529,685.2938158686301,68529,INR,1199,5912,M_5912_00117,MID_524180_000117,524180
TX_00000460,0200,57,192468.34,19246834,192468.3356593634,19246834,INR,336820,5814,M_5814_00066,MID_524180_000066,524180
TX_00000461,0200,57,1957.91,195791,1735.39,173539,INR,3037,5542,M_5542_00053,MID_524180_000053,524180
TX_00000462,0200,70,2389.14,238914,2646.91,264691,INR,4632,5542,M_5542_00077,MID_400814_000077,400814
TX_00000463,0200,25,2354.16,235416,2354.160127243668,235416,INR,4120,5541,M_5541_00113,MID_459110_000113,459110
TX_00000464,0200,30,3257.86,325786,2591.41,259141,INR,4535,5542,M_5542_00053,MID_524180_000053,524180
TX_00000465,0200,29,479.88,47988,479.8786484004821,47988,INR,840,5541,M_5541_00129,MID_400814_000129,400814
TX_00000466,0200,62,1617.86,161786,1617.8617378116055,161786,INR,2831,5541,M_5541_00120,MID_400814_000120,400814
TX_00000467,0200,26,4493.82,449382,2782.72,278272,INR,4870,5542,M_5542_00077,MID_400814_000077,400814
TX_00000468,0200,40,1551.83,155183,1823.37,182337,INR,3191,5542,M_5542_00077,MID_400814_000077,400814
TX_00000469,0200,37,1081.68,108168,1081.6848555477425,108168,INR,1893,5541,M_5541_00119,MID_524180_000119,524180
TX_00000470,0200,52,6127.58,612758,6127.582679359644,612758,INR,10723,5541,M_5541_00129,MID_400814_000129,400814
TX_00000471,0200,43,665.2,66520,2859.25,285925,INR,5004,5542,M_5542_00053,MID_524180_000053,524180
