transaction_id,card_id,merchant_id,syndicate_id,botnet_cluster_id,mule_ring_id,beneficiary_account_id,ip_subnet_prefix,device_fingerprint_id
TX_00000474,CARD_000112,M_5732_00045,SYN_US_SYNTHETIC_BUSTOUT,BOTNET_US_RES_COMCAST_02,MULE_US_BUSTOUT_WF_03,MULE_WELLS_CORP_00308,73.162.10.0/24,DEV_RES_CHROME_WIN_007
TX_00000475,CARD_000037,M_5732_00045,SYN_US_ATO_SYNDICATE,BOTNET_US_RES_COMCAST_02,MULE_US_AGGREGATOR_LLC_02,MULE_BOA_CORP_00206,73.162.10.0/24,DEV_RES_CHROME_WIN_012
TX_00000476,CARD_000133,M_5812_00021,,,,,,
TX_00000477,CARD_000025,M_5311_00079,,,,,,
TX_00000478,CARD_000604,M_5814_00066,,,,,,
TX_00000479,CARD_000010,M_5812_00046,,,,,,
TX_00000480,CARD_000010,M_5541_00129,,,,,,
TX_00000481,CARD_000010,M_5812_00046,,,,,,
TX_00000482,CARD_000247,M_5411_00015,,,,,,
TX_00000483,CARD_000010,M_5411_00015,,,,,,
TX_00000484,CARD_000010,M_5411_00068,,,,,,
TX_00000485,CARD_000247,M_5411_00015,,,,,,
TX_00000486,CARD_000247,M_5411_00015,,,,,,
TX_00000487,CARD_000247,M_5812_00021,,,,,,
TX_00000488,CARD_000247,M_5411_00015,,,,,,
TX_00000489,CARD_000247,M_5812_00043,,,,,,
TX_00000490,CARD_000247,M_5411_00025,,,,,,
TX_00000491,CARD_000247,M_5411_00025,,,,,,
TX_00000492,CARD_000337,M_5999_00142,,,,,,
TX_00000493,CARD_000337,M_5999_00142,,,,,,
TX_00000494,CARD_000337,M_5541_00113,,,,,,
TX_00000495,CARD_000337,M_5912_00086,,,,,,
TX_00000496,CARD_000337,M_5912_00048,,,,,,
TX_00000497,CARD_000834,M_5812_00093,,,,,,
TX_00000498,CARD_000834,M_5812_00093,,,,,,
TX_00000499,CARD_000295,M_5732_00082,,,,,,
TX_00000500,CARD_000834,M_5999_00142,,,,,,
TX_00000501,CARD_000834,M_5812_00096,,,,,,
TX_00000502,CARD_000629,M_5541_00019,,,,,,
TX_00000503,CARD_000834,M_5812_00096,,,,,,
TX_00000504,CARD_000834,M_5812_00102,,,,,,
TX_00000505,CARD_000829,M_5912_00101,,,,,,
TX_00000506,CARD_000834,M_5541_00064,,,,,,
TX_00000507,CARD_000882,M_5999_00142,,,,,,
TX_00000508,CARD_000282,M_5411_00051,,,,,,
TX_00000509,CARD_000497,M_5812_00021,,,,,,
TX_00000510,CARD_000282,M_5999_00142,,,,,,
TX_00000511,CARD_000282,M_5411_00015,,,,,,
TX_00000512,CARD_000282,M_5814_00066,,,,,,
TX_00000513,CARD_000282,M_5411_00068,,,,,,
TX_00000514,CARD_000282,M_5411_00015,,,,,,
TX_00000515,CARD_000724,M_5812_00093,,,,,,
TX_00000516,CARD_000656,M_5814_00066,,,,,,
TX_00000517,CARD_000656,M_5411_00015,,,,,,
TX_00000518,CARD_000656,M_5814_00066,,,,,,
TX_00000519,CARD_000225,M_5812_00021,,,,,,
TX_00000520,CARD_000675,M_5411_00036,,,,,,
TX_00000521,CARD_000067,M_5812_00021,,,,,,
TX_00000522,CARD_000067,M_5812_00021,,,,,,
TX_00000523,CARD_000067,M_5812_00021,,,,,,
TX_00000524,CARD_000142,M_5411_00015,,,,,,
TX_00000525,CARD_000142,M_5541_00120,,,,,,
TX_00000526,CARD_000142,M_5812_00021,,,,,,
TX_00000527,CARD_000142,M_5812_00021,,,,,,
TX_00000528,CARD_000142,M_5411_00015,,,,,,
TX_00000529,CARD_000142,M_5411_00059,,,,,,
TX_00000530,CARD_000142,M_5812_00021,,,,,,
TX_00000531,CARD_000142,M_4816_00011,,,,,,
TX_00000532,CARD_000142,M_5814_00147,,,,,,
TX_00000533,CARD_000142,M_5999_00142,,,,,,
TX_00000534,CARD_000359,M_5999_00142,,,,,,
TX_00000535,CARD_000229,M_5812_00021,,,,,,
TX_00000536,CARD_000447,M_5912_00042,,,,,,
TX_00000537,CARD_000447,M_5812_00021,,,,,,
TX_00000538,CARD_000447,M_5814_00092,,,,,,
TX_00000539,CARD_000447,M_5814_00092,,,,,,
TX_00000540,CARD_000447,M_5814_00092,,,,,,
TX_00000541,CARD_000099,M_5812_00021,,,,,,
TX_00000542,CARD_000447,M_5999_00142,,,,,,
TX_00000543,CARD_000099,M_5812_00021,,,,,,
TX_00000544,CARD_000099,M_5812_00123,,,,,,
TX_00000545,CARD_000447,M_5541_00113,,,,,,
TX_00000546,CARD_000099,M_5814_00148,,,,,,
TX_00000547,CARD_000860,M_5411_00015,,,,,,
TX_00000548,CARD_000963,M_5411_00025,,,,,,
TX_00000549,CARD_000963,M_5732_00045,,,,,,
TX_00000550,CARD_000963,M_5732_00045,,,,,,
TX_00000551,CARD_000963,M_5732_00045,,,,,,
TX_00000552,CARD_000963,M_5999_00142,,,,,,
TX_00000553,CARD_000963,M_5814_00066,,,,,,
TX_00000554,CARD_000963,M_5732_00045,,,,,,
TX_00000555,CARD_000963,M_5311_00116,,,,,,
TX_00000556,CARD_000963,M_5812_00021,,,,,,
TX_00000557,CARD_000280,M_5812_00145,,,,,,
TX_00000558,CARD_000703,M_5812_00076,,,,,,
TX_00000559,CARD_000703,M_5411_00051,,,,,,
TX_00000560,CARD_000703,M_5541_00143,,,,,,
TX_00000561,CARD_000090,M_5411_00027,,,,,,
TX_00000562,CARD_000703,M_5999_00031,,,,,,
TX_00000563,CARD_000703,M_5411_00073,,,,,,
TX_00000564,CARD_000703,M_6513_00005,,,,,,
TX_00000565,CARD_000703,M_5812_00096,,,,,,
TX_00000566,CARD_000634,M_5812_00021,,,,,,
TX_00000567,CARD_000703,M_5812_00096,,,,,,
TX_00000568,CARD_000634,M_5814_00037,,,,,,
TX_00000569,CARD_000634,M_5311_00020,,,,,,
TX_00000570,CARD_000634,M_5311_00020,,,,,,
TX_00000571,CARD_000634,M_5814_00066,,,,,,
TX_00000572,CARD_000407,M_5812_00021,,,,,,
TX_00000573,CARD_000297,M_5411_00028,SYN_US_CARDING_BOT,BOTNET_US_CHECKER_01,MULE_US_SMURF_CHASE_01,MULE_CHASE_00112,198.54.130.0/24,DEV_CHECKER_BOT_007
TX_00000574,CARD_000298,M_5812_00046,,,,,,
TX_00000575,CARD_000298,M_5812_00081,,,,,,
TX_00000576,CARD_000298,M_5812_00081,,,,,,
TX_00000577,CARD_000298,M_5812_00081,,,,,,
TX_00000578,CARD_000086,M_5411_00127,,,,,,
TX_00000579,CARD_000086,M_5812_00021,,,,,,
TX_00000580,CARD_000298,M_5812_00081,,,,,,
TX_00000581,CARD_000086,M_5541_00113,,,,,,
TX_00000582,CARD_000086,M_5814_00066,,,,,,
TX_00000583,CARD_000298,M_5411_00050,,,,,,
TX_00000584,CARD_000298,M_5411_00084,,,,,,
TX_00000585,CARD_000298,M_5814_00066,,,,,,
TX_00000586,CARD_000298,M_5812_00021,,,,,,
TX_00000587,CARD_000298,M_5814_00066,,,,,,
TX_00000588,CARD_000298,M_6513_00022,,,,,,
TX_00000589,CARD_000657,M_5411_00015,,,,,,
TX_00000590,CARD_000641,M_5541_00057,,,,,,
TX_00000591,CARD_000641,M_5541_00057,,,,,,
TX_00000592,CARD_000384,M_5912_00086,,,,,,
TX_00000593,CARD_000384,M_5912_00086,,,,,,
TX_00000594,CARD_000641,M_5812_00021,,,,,,
TX_00000595,CARD_000384,M_5912_00086,,,,,,
TX_00000596,CARD_000641,M_5812_00102,,,,,,
TX_00000597,CARD_000959,M_5812_00107,,,,,,
TX_00000598,CARD_000959,M_5814_00066,,,,,,
TX_00000599,CARD_000959,M_5411_00127,,,,,,
TX_00000600,CARD_000264,M_5812_00112,,,,,,
TX_00000601,CARD_000264,M_5814_00066,,,,,,
TX_00000602,CARD_000264,M_5812_00112,,,,,,
TX_00000603,CARD_000264,M_5812_00112,,,,,,
TX_00000604,CARD_000264,M_5812_00112,,,,,,
TX_00000605,CARD_000264,M_5812_00112,,,,,,
TX_00000606,CARD_000517,M_5311_00116,,,,,,
TX_00000607,CARD_000541,M_5411_00015,,,,,,
TX_00000608,CARD_000541,M_5999_00142,,,,,,
TX_00000609,CARD_000541,M_5912_00086,,,,,,
TX_00000610,CARD_000541,M_5411_00124,,,,,,
TX_00000611,CARD_000541,M_5411_00088,,,,,,
TX_00000612,CARD_000541,M_5411_00088,,,,,,
TX_00000613,CARD_000541,M_5411_00088,,,,,,
TX_00000614,CARD_000541,M_5812_00067,,,,,,
TX_00000615,CARD_000393,M_5541_00057,,,,,,
TX_00000616,CARD_000393,M_5912_00091,,,,,,
TX_00000617,CARD_000805,M_5812_00021,,,,,,
TX_00000618,CARD_000393,M_4816_00011,,,,,,
TX_00000619,CARD_000393,M_5814_00066,,,,,,
TX_00000620,CARD_000393,M_5999_00142,,,,,,
TX_00000621,CARD_000364,M_5411_00068,,,,,,
TX_00000622,CARD_000393,M_5411_00051,,,,,,
TX_00000623,CARD_000364,M_5411_00068,,,,,,
TX_00000624,CARD_000393,M_5944_00002,,,,,,
TX_00000625,CARD_000364,M_5812_00112,,,,,,
TX_00000626,CARD_000393,M_5812_00021,,,,,,
TX_00000627,CARD_000364,M_5541_00129,,,,,,
TX_00000628,CARD_000364,M_5812_00021,,,,,,
TX_00000629,CARD_000898,M_6513_00022,,,,,,
TX_00000630,CARD_000520,M_5812_00021,,,,,,
TX_00000631,CARD_000520,M_5812_00021,,,,,,
TX_00000632,CARD_000600,M_5541_00113,,,,,,
TX_00000633,CARD_000600,M_5732_00045,,,,,,
TX_00000634,CARD_000600,M_5542_00060,,,,,,
TX_00000635,CARD_000404,M_5812_00145,,,,,,
TX_00000636,CARD_000826,M_5999_00142,,,,,,
TX_00000637,CARD_000404,M_5812_00145,,,,,,
TX_00000638,CARD_000458,M_5999_00142,,,,,,
TX_00000639,CARD_000989,M_5732_00018,,,,,,
TX_00000640,CARD_000466,M_5999_00142,,,,,,
TX_00000641,CARD_000418,M_5814_00089,,,,,,
TX_00000642,CARD_000418,M_5814_00089,,,,,,
TX_00000643,CARD_000418,M_5814_00089,,,,,,
TX_00000644,CARD_000844,M_5812_00021,,,,,,
TX_00000645,CARD_000844,M_5812_00021,,,,,,
TX_00000646,CARD_000844,M_5812_00021,,,,,,
TX_00000647,CARD_000844,M_5812_00021,,,,,,
TX_00000648,CARD_000561,M_5411_00058,,,,,,
TX_00000649,CARD_000844,M_5812_00021,,,,,,
TX_00000650,CARD_000844,M_5812_00021,,,,,,
TX_00000651,CARD_000844,M_5812_00021,,,,,,
TX_00000652,CARD_000844,M_5814_00148,,,,,,
TX_00000653,CARD_000844,M_5814_00148,,,,,,
TX_00000654,CARD_000837,M_5311_00116,,,,,,
TX_00000655,CARD_000844,M_5814_00148,,,,,,
TX_00000656,CARD_000844,M_5812_00021,,,,,,
TX_00000657,CARD_000362,M_5812_00033,,,,,,
TX_00000658,CARD_000362,M_5812_00021,,,,,,
TX_00000659,CARD_000362,M_5812_00021,,,,,,
TX_00000660,CARD_000362,M_5311_00116,,,,,,
TX_00000661,CARD_000362,M_5311_00138,,,,,,
TX_00000662,CARD_000362,M_5812_00021,,,,,,
TX_00000663,CARD_000362,M_5812_00021,,,,,,
TX_00000664,CARD_000362,M_5812_00021,,,,,,
TX_00000665,CARD_000362,M_5812_00021,,,,,,
TX_00000666,CARD_000743,M_5812_00021,,,,,,
TX_00000667,CARD_000205,M_5411_00114,,,,,,
TX_00000668,CARD_000205,M_4816_00011,,,,,,
TX_00000669,CARD_000205,M_5311_00063,,,,,,
TX_00000670,CARD_000744,M_5411_00051,,,,,,
TX_00000671,CARD_000857,M_5812_00093,,,,,,
TX_00000672,CARD_000857,M_5812_00021,,,,,,
TX_00000673,CARD_000219,M_5814_00089,SYN_US_CARDING_BOT,BOTNET_US_CHECKER_01,MULE_US_SMURF_CHASE_01,MULE_CHASE_00104,198.54.130.0/24,DEV_CHECKER_BOT_012
TX_00000674,CARD_000038,M_4816_00011,,,,,,
TX_00000675,CARD_000037,M_5814_00066,SYN_US_FINCEN_MULE_NET,BOTNET_US_RES_ATT_03,MULE_US_AGGREGATOR_LLC_02,MULE_BOA_CORP_00206,108.204.45.0/24,DEV_RES_EDGE_WIN_002
TX_00000676,CARD_000403,M_5814_00014,,,,,,
TX_00000677,CARD_000643,M_5411_00051,,,,,,
TX_00000678,CARD_000643,M_5411_00051,,,,,,
TX_00000679,CARD_000646,M_5812_00081,,,,,,
TX_00000680,CARD_000560,M_5812_00021,,,,,,
TX_00000681,CARD_000287,M_5912_00048,,,,,,
TX_00000682,CARD_000567,M_5814_00066,,,,,,
TX_00000683,CARD_000567,M_5411_00058,,,,,,
TX_00000684,CARD_000567,M_5812_00102,,,,,,
TX_00000685,CARD_000567,M_5812_00076,,,,,,
TX_00000686,CARD_000745,M_5812_00021,,,,,,
TX_00000687,CARD_000567,M_5814_00092,,,,,,
TX_00000688,CARD_000400,M_5812_00145,,,,,,
TX_00000689,CARD_000633,M_5812_00021,,,,,,
TX_00000690,CARD_000567,M_5812_00081,,,,,,
TX_00000691,CARD_000567,M_5999_00142,,,,,,
TX_00000692,CARD_000074,M_5311_00079,,,,,,
TX_00000693,CARD_000567,M_5814_00066,,,,,,
TX_00000694,CARD_000174,M_5812_00021,,,,,,
TX_00000695,CARD_000567,M_5999_00031,,,,,,
TX_00000696,CARD_000174,M_5812_00021,,,,,,
TX_00000697,CARD_000567,M_5999_00031,,,,,,
TX_00000698,CARD_000174,M_5812_00021,,,,,,
TX_00000699,CARD_000174,M_5812_00021,,,,,,
TX_00000700,CARD_000852,M_5542_00121,,,,,,
TX_00000701,CARD_000567,M_5732_00018,,,,,,
TX_00000702,CARD_000069,M_5812_00102,,,,,,
TX_00000703,CARD_000993,M_5814_00066,,,,,,
TX_00000704,CARD_000069,M_5411_00098,,,,,,
TX_00000705,CARD_000174,M_5812_00021,,,,,,
TX_00000706,CARD_000852,M_5411_00059,,,,,,
TX_00000707,CARD_000174,M_5812_00021,,,,,,
TX_00000708,CARD_000993,M_5912_00042,,,,,,
TX_00000709,CARD_000174,M_5812_00021,,,,,,
TX_00000710,CARD_000993,M_5411_00025,,,,,,
TX_00000711,CARD_000852,M_5411_00097,,,,,,
TX_00000712,CARD_000852,M_5812_00021,,,,,,
TX_00000713,CARD_000993,M_5411_00025,,,,,,
TX_00000714,CARD_000993,M_5411_00025,,,,,,
TX_00000715,CARD_000852,M_5999_00142,,,,,,
TX_00000716,CARD_000993,M_5411_00025,,,,,,
TX_00000717,CARD_000993,M_5411_00025,,,,,,
TX_00000718,CARD_000852,M_5999_00142,,,,,,
TX_00000719,CARD_000993,M_5812_00071,,,,,,
TX_00000720,CARD_000993,M_5912_00091,,,,,,
TX_00000721,CARD_000993,M_5812_00071,,,,,,
TX_00000722,CARD_000167,M_5999_00142,,,,,,
TX_00000723,CARD_000852,M_5812_00021,,,,,,
TX_00000724,CARD_000993,M_5812_00071,,,,,,
TX_00000725,CARD_000852,M_5411_00097,,,,,,
TX_00000726,CARD_000167,M_5812_00046,,,,,,
TX_00000727,CARD_000852,M_5411_00097,,,,,,
TX_00000728,CARD_000167,M_5999_00142,,,,,,
TX_00000729,CARD_000993,M_5812_00071,,,,,,
TX_00000730,CARD_000167,M_5999_00142,,,,,,
TX_00000731,CARD_000993,M_5814_00140,,,,,,
TX_00000732,CARD_000993,M_5812_00071,,,,,,
TX_00000733,CARD_000867,M_5812_00145,,,,,,
TX_00000734,CARD_000625,M_5541_00113,,,,,,
TX_00000735,CARD_000625,M_6051_00023,,,,,,
TX_00000736,CARD_000625,M_5541_00113,,,,,,
TX_00000737,CARD_000625,M_5541_00113,,,,,,
TX_00000738,CARD_000631,M_5812_00021,,,,,,
TX_00000739,CARD_000631,M_5999_00142,,,,,,
TX_00000740,CARD_000625,M_5812_00021,,,,,,
TX_00000741,CARD_000625,M_5814_00066,,,,,,
TX_00000742,CARD_000625,M_5812_00046,,,,,,
TX_00000743,CARD_000631,M_5311_00138,,,,,,
TX_00000744,CARD_000631,M_5812_00021,,,,,,
TX_00000745,CARD_000631,M_5812_00102,,,,,,
TX_00000746,CARD_000631,M_5812_00102,,,,,,
TX_00000747,CARD_000631,M_5912_00048,,,,,,
TX_00000748,CARD_000240,M_5814_00066,,,,,,
TX_00000749,CARD_000240,M_5814_00066,,,,,,
TX_00000750,CARD_000240,M_5814_00066,,,,,,
TX_00000751,CARD_000240,M_5814_00066,,,,,,
TX_00000752,CARD_000240,M_5814_00147,,,,,,
TX_00000753,CARD_000240,M_5814_00147,,,,,,
TX_00000754,CARD_000204,M_5732_00013,,,,,,
TX_00000755,CARD_000240,M_5411_00015,,,,,,
TX_00000756,CARD_000240,M_5814_00147,,,,,,
TX_00000757,CARD_000240,M_5814_00147,,,,,,
TX_00000758,CARD_000240,M_5814_00147,,,,,,
TX_00000759,CARD_000240,M_5411_00050,,,,,,
TX_00000760,CARD_000214,M_5999_00142,,,,,,
TX_00000761,CARD_000671,M_5814_00092,,,,,,
TX_00000762,CARD_000214,M_5411_00015,,,,,,
TX_00000763,CARD_000013,M_5812_00021,,,,,,
TX_00000764,CARD_000013,M_5814_00066,,,,,,
TX_00000765,CARD_000013,M_5812_00081,,,,,,
TX_00000766,CARD_000013,M_5812_00081,,,,,,
TX_00000767,CARD_000013,M_5812_00081,,,,,,
TX_00000768,CARD_000006,M_5541_00064,,,,,,
TX_00000769,CARD_000131,M_5542_00060,,,,,,
TX_00000770,CARD_000809,M_5814_00141,,,,,,
TX_00000771,CARD_000809,M_5812_00145,,,,,,
TX_00000772,CARD_000809,M_5812_00021,,,,,,
TX_00000773,CARD_000809,M_5311_00006,,,,,,
TX_00000774,CARD_000300,M_5814_00034,,,,,,
TX_00000775,CARD_000300,M_5814_00034,,,,,,
TX_00000776,CARD_000324,M_5812_00021,,,,,,
TX_00000777,CARD_000324,M_5812_00021,,,,,,
TX_00000778,CARD_000523,M_5944_00002,,,,,,
TX_00000779,CARD_000523,M_5311_00104,,,,,,
TX_00000780,CARD_000654,M_5812_00112,,,,,,
TX_00000781,CARD_000728,M_5812_00093,,,,,,
TX_00000782,CARD_000728,M_5812_00093,,,,,,
TX_00000783,CARD_000728,M_5812_00093,,,,,,
TX_00000784,CARD_000504,M_5812_00021,,,,,,
TX_00000785,CARD_000462,M_5999_00142,,,,,,
TX_00000786,CARD_000462,M_5999_00142,,,,,,
TX_00000787,CARD_000186,M_5812_00081,,,,,,
TX_00000788,CARD_000320,M_5999_00142,,,,,,
TX_00000789,CARD_000462,M_5999_00142,,,,,,
TX_00000790,CARD_000462,M_5999_00142,,,,,,
TX_00000791,CARD_000186,M_5812_00046,,,,,,
TX_00000792,CARD_000772,M_5999_00142,,,,,,
TX_00000793,CARD_000772,M_5999_00142,,,,,,
TX_00000794,CARD_000772,M_5999_00142,,,,,,
TX_00000795,CARD_000772,M_5999_00142,,,,,,
TX_00000796,CARD_000527,M_5411_00149,,,,,,
TX_00000797,CARD_000235,M_5912_00117,,,,,,
TX_00000798,CARD_000949,M_5812_00021,,,,,,
TX_00000799,CARD_000949,M_5411_00073,,,,,,
TX_00000800,CARD_000833,M_5311_00063,SYN_US_CARDING_BOT,BOTNET_US_CHECKER_01,MULE_US_SMURF_CHASE_01,MULE_CHASE_00105,198.54.130.0/24,DEV_CHECKER_BOT_007
TX_00000801,CARD_000998,M_5311_00007,,,,,,
TX_00000802,CARD_000194,M_5542_00053,,,,,,
TX_00000803,CARD_000194,M_5542_00053,,,,,,
TX_00000804,CARD_000194,M_5912_00101,,,,,,
TX_00000805,CARD_000194,M_5541_00143,,,,,,
TX_00000806,CARD_000492,M_5812_00021,,,,,,
TX_00000807,CARD_000194,M_5541_00143,,,,,,
TX_00000808,CARD_000194,M_5812_00021,,,,,,
TX_00000809,CARD_000593,M_5912_00117,,,,,,
TX_00000810,CARD_000194,M_5541_00143,,,,,,
TX_00000811,CARD_000194,M_5812_00021,,,,,,
TX_00000812,CARD_000593,M_5912_00117,,,,,,
TX_00000813,CARD_000593,M_5814_00056,,,,,,
TX_00000814,CARD_000593,M_5411_00058,,,,,,
TX_00000815,CARD_000593,M_5411_00058,,,,,,
TX_00000816,CARD_000377,M_5912_00086,,,,,,
TX_00000817,CARD_000133,M_5812_00146,,,,,,
TX_00000818,CARD_000377,M_5912_00086,,,,,,
TX_00000819,CARD_000377,M_5912_00086,,,,,,
TX_00000820,CARD_000377,M_5912_00086,,,,,,
TX_00000821,CARD_000377,M_5311_00052,,,,,,
TX_00000822,CARD_000463,M_5311_00104,,,,,,
TX_00000823,CARD_000342,M_5812_00021,,,,,,
TX_00000824,CARD_000342,M_5812_00021,,,,,,
TX_00000825,CARD_000342,M_5812_00021,,,,,,
TX_00000826,CARD_000165,M_5311_00006,,,,,,
TX_00000827,CARD_000342,M_5812_00021,,,,,,
TX_00000828,CARD_000342,M_5812_00021,,,,,,
TX_00000829,CARD_000367,M_5814_00066,,,,,,
TX_00000830,CARD_000687,M_5411_00036,,,,,,
TX_00000831,CARD_000186,M_5999_00142,,,,,,
TX_00000832,CARD_000687,M_5411_00015,,,,,,
TX_00000833,CARD_000037,M_5732_00082,SYN_US_SYNTHETIC_BUSTOUT,BOTNET_US_RES_COMCAST_02,MULE_US_BUSTOUT_WF_03,MULE_WELLS_CORP_00306,73.162.10.0/24,DEV_RES_CHROME_WIN_016
TX_00000834,CARD_000607,M_5944_00072,,,,,,
TX_00000835,CARD_000791,M_5411_00098,,,,,,
TX_00000836,CARD_000201,M_5812_00081,,,,,,
TX_00000837,CARD_000249,M_5311_00006,,,,,,
TX_00000838,CARD_000573,M_5814_00106,,,,,,
TX_00000839,CARD_000211,M_5812_00094,,,,,,
TX_00000840,CARD_000211,M_5812_00094,,,,,,
TX_00000841,CARD_000901,M_5411_00111,,,,,,
TX_00000842,CARD_000543,M_5912_00091,,,,,,
TX_00000843,CARD_000945,M_5411_00058,,,,,,
TX_00000844,CARD_000976,M_5541_00129,,,,,,
TX_00000845,CARD_000064,M_5311_00079,,,,,,
TX_00000846,CARD_000976,M_5541_00129,,,,,,
TX_00000847,CARD_000976,M_5541_00129,,,,,,
TX_00000848,CARD_000053,M_5814_00066,,,,,,
TX_00000849,CARD_000976,M_5541_00129,,,,,,
TX_00000850,CARD_000053,M_5814_00092,,,,,,
TX_00000851,CARD_000053,M_5814_00066,,,,,,
TX_00000852,CARD_000976,M_5541_00129,,,,,,
TX_00000853,CARD_000053,M_5814_00066,,,,,,
TX_00000854,CARD_000182,M_5912_00105,,,,,,
TX_00000855,CARD_000182,M_5912_00105,,,,,,
TX_00000856,CARD_000536,M_5999_00142,,,,,,
TX_00000857,CARD_000536,M_5812_00021,,,,,,
TX_00000858,CARD_000053,M_5411_00036,,,,,,
TX_00000859,CARD_000053,M_5812_00145,,,,,,
TX_00000860,CARD_000053,M_5411_00058,,,,,,
TX_00000861,CARD_000053,M_5311_00104,,,,,,
TX_00000862,CARD_000570,M_5812_00021,,,,,,
TX_00000863,CARD_000053,M_5812_00145,,,,,,
TX_00000864,CARD_000053,M_5812_00021,,,,,,
TX_00000865,CARD_000053,M_5812_00145,,,,,,
TX_00000866,CARD_000053,M_5812_00145,,,,,,
TX_00000867,CARD_000053,M_5814_00106,,,,,,
TX_00000868,CARD_000053,M_5812_00145,,,,,,
TX_00000869,CARD_000053,M_5812_00021,,,,,,
TX_00000870,CARD_000224,M_5411_00074,,,,,,
TX_00000871,CARD_000053,M_5812_00145,,,,,,
TX_00000872,CARD_000224,M_5944_00002,,,,,,
TX_00000873,CARD_000053,M_5541_00132,,,,,,
TX_00000874,CARD_000224,M_5912_00048,,,,,,
TX_00000875,CARD_000053,M_5541_00132,,,,,,
TX_00000876,CARD_000224,M_5411_00015,,,,,,
TX_00000877,CARD_000224,M_5912_00048,,,,,,
TX_00000878,CARD_000053,M_5541_00132,,,,,,
TX_00000879,CARD_000224,M_5999_00142,,,,,,
TX_00000880,CARD_000224,M_5812_00021,,,,,,
TX_00000881,CARD_000224,M_5912_00048,,,,,,
TX_00000882,CARD_000053,M_5541_00132,,,,,,
TX_00000883,CARD_000224,M_5912_00048,,,,,,
TX_00000884,CARD_000053,M_5812_00021,,,,,,
TX_00000885,CARD_000053,M_5311_00104,,,,,,
TX_00000886,CARD_000053,M_5411_00058,,,,,,
TX_00000887,CARD_000224,M_5311_00006,,,,,,
TX_00000888,CARD_000812,M_5411_00108,,,,,,
TX_00000889,CARD_000224,M_5812_00021,,,,,,
TX_00000890,CARD_000226,M_5812_00021,,,,,,
TX_00000891,CARD_000224,M_5812_00021,,,,,,
TX_00000892,CARD_000814,M_5812_00021,,,,,,
TX_00000893,CARD_000464,M_5812_00021,,,,,,
TX_00000894,CARD_000237,M_5542_00053,,,,,,
TX_00000895,CARD_000237,M_5912_00048,,,,,,
TX_00000896,CARD_000980,M_5311_00024,,,,,,
TX_00000897,CARD_000483,M_5814_00066,,,,,,
TX_00000898,CARD_000483,M_5411_00097,,,,,,
TX_00000899,CARD_000483,M_5411_00015,,,,,,
TX_00000900,CARD_000483,M_5311_00052,,,,,,
TX_00000901,CARD_000483,M_5541_00113,,,,,,
TX_00000902,CARD_000483,M_5411_00111,,,,,,
TX_00000903,CARD_000483,M_4816_00100,,,,,,
TX_00000904,CARD_000701,M_5812_00046,,,,,,
TX_00000905,CARD_000962,M_5411_00098,,,,,,
TX_00000906,CARD_000635,M_5311_00007,,,,,,
TX_00000907,CARD_000488,M_5812_00021,,,,,,
TX_00000908,CARD_000226,M_5411_00015,,,,,,
TX_00000909,CARD_000226,M_5812_00021,,,,,,
TX_00000910,CARD_000453,M_5999_00142,,,,,,
TX_00000911,CARD_000453,M_5999_00142,,,,,,
TX_00000912,CARD_000715,M_5812_00021,SYN_US_CARDING_BOT,BOTNET_US_CHECKER_01,MULE_US_SMURF_CHASE_01,MULE_CHASE_00104,198.54.130.0/24,DEV_CHECKER_BOT_017
TX_00000913,CARD_000631,M_5999_00142,,,,,,
TX_00000914,CARD_000631,M_5542_00053,,,,,,
TX_00000915,CARD_000631,M_5542_00053,,,,,,
TX_00000916,CARD_000631,M_6513_00022,,,,,,
TX_00000917,CARD_000631,M_5812_00021,,,,,,
TX_00000918,CARD_000631,M_5542_00053,,,,,,
TX_00000919,CARD_000631,M_5732_00045,,,,,,
TX_00000920,CARD_000631,M_5542_00053,,,,,,
TX_00000921,CARD_000631,M_5542_00053,,,,,,
TX_00000922,CARD_000037,M_5812_00021,SYN_US_ATO_SYNDICATE,BOTNET_US_RES_ATT_03,MULE_US_SMURF_CHASE_01,MULE_CHASE_00108,108.204.45.0/24,DEV_RES_EDGE_WIN_016
TX_00000923,CARD_000631,M_5542_00053,,,,,,
TX_00000924,CARD_000631,M_5542_00053,,,,,,
TX_00000925,CARD_000752,M_5812_00021,,,,,,
TX_00000926,CARD_000985,M_5812_00076,,,,,,
TX_00000927,CARD_000857,M_5541_00132,,,,,,
TX_00000928,CARD_000677,M_5999_00142,,,,,,
TX_00000929,CARD_000677,M_5411_00050,,,,,,
TX_00000930,CARD_000849,M_5999_00142,,,,,,
TX_00000931,CARD_000849,M_5999_00142,,,,,,
TX_00000932,CARD_000677,M_5411_00050,,,,,,
TX_00000933,CARD_000677,M_5912_00117,,,,,,
TX_00000934,CARD_000677,M_5411_00070,,,,,,
TX_00000935,CARD_000677,M_5411_00135,,,,,,
TX_00000936,CARD_000849,M_6051_00023,,,,,,
TX_00000937,CARD_000677,M_5411_00135,,,,,,
TX_00000938,CARD_000849,M_5812_00021,,,,,,
TX_00000939,CARD_000677,M_6051_00023,,,,,,
TX_00000940,CARD_000849,M_4816_00011,,,,,,
TX_00000941,CARD_000132,M_5411_00051,,,,,,
